# Frequency (microHz)     Power spectral density (ppm^2/microHz)
 130.2275857070   21.0989514912
 130.2366456476   31.5369220514
 130.2457055882   89.6736468611
 130.2547655287   24.9149896420
 130.2638254693  294.6768645408
 130.2728854099    3.7480572983
 130.2819453504  174.0985427291
 130.2910052910   54.5097515468
 130.3000652316  100.7184889777
 130.3091251721   59.9295736278
 130.3181851127  163.5129782168
 130.3272450533    0.0084225617
 130.3363049938   32.8047446932
 130.3453649344    1.4453056605
 130.3544248750   12.6005413910
 130.3634848155    4.3013695774
 130.3725447561   22.9500907220
 130.3816046967   19.1154965441
 130.3906646372   23.0930880484
 130.3997245778   90.3897950418
 130.4087845184   31.1365636164
 130.4178444589   36.9723524397
 130.4269043995  121.5328031958
 130.4359643401   10.4156618116
 130.4450242806   34.1543895413
 130.4540842212   86.3961580417
 130.4631441618   91.2428671623
 130.4722041023  157.8049936969
 130.4812640429   81.0175158339
 130.4903239835  210.0039601443
 130.4993839240  186.9016135473
 130.5084438646  129.0611066631
 130.5175038052   29.4972468783
 130.5265637457  408.0124178568
 130.5356236863   21.0883510886
 130.5446836269  282.4278708435
 130.5537435674  168.1383885327
 130.5628035080  160.7691653454
 130.5718634486   36.9436220370
 130.5809233891   43.2894800013
 130.5899833297   89.6468309964
 130.5990432703  425.0388390203
 130.6081032108 1034.2118859345
 130.6171631514  180.6965288979
 130.6262230920  193.4419784128
 130.6352830325  145.1510438956
 130.6443429731  310.2885628429
 130.6534029137  290.4856203536
 130.6624628542 1021.3547780129
 130.6715227948  173.7880495870
 130.6805827354   78.2758277614
 130.6896426759   11.3629089537
 130.6987026165  642.7306069798
 130.7077625571   33.8888512235
 130.7168224976  387.0054926727
 130.7258824382  204.8040459016
 130.7349423788  317.9816096373
 130.7440023193   47.0553960817
 130.7530622599 1118.4286551020
 130.7621222005 1469.4958280541
 130.7711821410  122.9315686887
 130.7802420816  201.1902253874
 130.7893020222  214.6748840461
 130.7983619627   51.8694288491
 130.8074219033    2.8343296519
 130.8164818439   16.3061185438
 130.8255417844  931.2350263799
 130.8346017250  285.6834465309
 130.8436616656  540.3872886349
 130.8527216061  124.1145552967
 130.8617815467    3.3781011828
 130.8708414873 1521.0638950829
 130.8799014278  172.5318314613
 130.8889613684  246.3664270871
 130.8980213090  192.1969430477
 130.9070812495  609.2500107231
 130.9161411901    9.9659520376
 130.9252011307  510.7392193144
 130.9342610712  448.1571327408
 130.9433210118  714.1287758272
 130.9523809524  134.1954999466
 130.9614408929  375.6816903149
 130.9705008335   62.3795737863
 130.9795607741  297.9318680202
 130.9886207146  186.1666825724
 130.9976806552  217.2189024500
 131.0067405958  108.3228888231
 131.0158005363   71.4113941441
 131.0248604769   88.1877593871
 131.0339204175   22.6173669993
 131.0429803580   48.5535766609
 131.0520402986  171.6578398521
 131.0611002392   38.1516636481
 131.0701601797   58.2601110578
 131.0792201203  145.2793001901
 131.0882800609  323.4658232785
 131.0973400014   58.7678571183
 131.1063999420   16.6976997805
 131.1154598826   21.0093443473
 131.1245198231  193.4224473594
 131.1335797637   10.1102534351
 131.1426397043   18.7093167877
 131.1516996449   15.8706581396
 131.1607595854   88.5424944264
 131.1698195260   68.1432440180
 131.1788794666  107.7234585784
 131.1879394071   80.9254540219
 131.1969993477   83.5573406672
 131.2060592883   22.9294205112
 131.2151192288   14.8153872676
 131.2241791694   31.5513161513
 131.2332391100   28.7551121779
 131.2422990505   92.2536496896
 131.2513589911   10.9028137171
 131.2604189317   52.5394126829
 131.2694788722   79.6276425295
 131.2785388128   27.9608235158
 131.2875987534  234.4702021462
 131.2966586939  211.9936045458
 131.3057186345   20.2775457137
 131.3147785751   44.1454590089
 131.3238385156   17.3667597432
 131.3328984562   66.8688379116
 131.3419583968   56.6182467717
 131.3510183373   19.0120538049
 131.3600782779   86.9230118891
 131.3691382185  112.1842139193
 131.3781981590   83.8248136123
 131.3872580996  129.3777005653
 131.3963180402   65.8575729974
 131.4053779807   16.0342017132
 131.4144379213   42.1044080183
 131.4234978619  139.8345536408
 131.4325578024   17.2175345873
 131.4416177430  116.8440701149
 131.4506776836    9.7474218327
 131.4597376241   24.4416468531
 131.4687975647   28.2607467597
 131.4778575053   95.6303076068
 131.4869174458   12.0212429251
 131.4959773864   50.3859067020
 131.5050373270   53.2299371929
 131.5140972675   18.0972650172
 131.5231572081  102.7381724649
 131.5322171487   72.2316654026
 131.5412770892   37.6455097157
 131.5503370298   18.9524789126
 131.5593969704   40.3744613116
 131.5684569109   96.3707265875
 131.5775168515   20.9468331734
 131.5865767921   38.7736031228
 131.5956367326  302.1887960408
 131.6046966732   14.8315994498
 131.6137566138   71.3693115740
 131.6228165543   67.7973627703
 131.6318764949   31.1093509142
 131.6409364355    0.2192867193
 131.6499963760   82.6696864633
 131.6590563166   23.5740480785
 131.6681162572  259.0512306442
 131.6771761977   20.4113369763
 131.6862361383  390.9860904954
 131.6952960789   34.5155620764
 131.7043560194  122.7280696674
 131.7134159600  141.0186823373
 131.7224759006  156.2806788541
 131.7315358411  326.8894720741
 131.7405957817   28.6206093877
 131.7496557223   46.3442359971
 131.7587156628  109.3751351535
 131.7677756034   54.5385161414
 131.7768355440   33.6245648382
 131.7858954845   28.6226903586
 131.7949554251   29.0727506823
 131.8040153657 1556.4338082741
 131.8130753062    8.0617932182
 131.8221352468   47.7533527583
 131.8311951874  133.9418109990
 131.8402551279   21.4949068537
 131.8493150685  152.8752644247
 131.8583750091   84.4474606353
 131.8674349496  149.6994686107
 131.8764948902  211.7206683088
 131.8855548308  377.7710000586
 131.8946147713   53.3588379881
 131.9036747119  637.2231519004
 131.9127346525    5.1154289644
 131.9217945930  202.1782058819
 131.9308545336   53.1987428880
 131.9399144742   12.1205229733
 131.9489744147   22.6463461033
 131.9580343553  159.4440578101
 131.9670942959   66.9798119178
 131.9761542364   59.3388294246
 131.9852141770  297.8109027945
 131.9942741176  311.9009076427
 132.0033340581  346.4896014816
 132.0123939987    4.5577378671
 132.0214539393   61.4999018839
 132.0305138798  491.3395745790
 132.0395738204  157.1733325281
 132.0486337610 1035.0274293597
 132.0576937015  352.4219945745
 132.0667536421  101.5598457875
 132.0758135827   42.7815376226
 132.0848735232  840.4847952764
 132.0939334638  748.2456137938
 132.1029934044    9.5957626343
 132.1120533449   77.8198297753
 132.1211132855  376.5721122755
 132.1301732261 3824.8562980137
 132.1392331666 1111.8387335206
 132.1482931072   30.3408429891
 132.1573530478   24.1371830639
 132.1664129883 4509.6448837527
 132.1754729289  466.7794965957
 132.1845328695 2877.1458382783
 132.1935928100 4835.8398358958
 132.2026527506 1195.5450725906
 132.2117126912 1189.7759207807
 132.2207726317  390.2537624067
 132.2298325723 1014.1389383114
 132.2388925129  337.0827009823
 132.2479524534  429.8417116635
 132.2570123940   11.1544643346
 132.2660723346  284.1726926704
 132.2751322751  315.7809468509
 132.2841922157  340.1820923215
 132.2932521563  667.8026130548
 132.3023120968  254.1563535579
 132.3113720374   49.5557253822
 132.3204319780   43.4332615923
 132.3294919185  315.1251272059
 132.3385518591  349.8015948338
 132.3476117997  316.0396655958
 132.3566717402  400.4352515405
 132.3657316808  187.6132484870
 132.3747916214  333.3634032783
 132.3838515619  125.8040838373
 132.3929115025   63.2768940027
 132.4019714431  233.9441812715
 132.4110313836    0.9385368449
 132.4200913242   94.6314538341
 132.4291512648   59.0547862001
 132.4382112053   56.3837278314
 132.4472711459   23.0399589067
 132.4563310865   36.5793420725
 132.4653910270  103.2103535997
 132.4744509676  489.7414378652
 132.4835109082   41.2185600244
 132.4925708487   20.5095063930
 132.5016307893  165.5560194043
 132.5106907299   87.9495781438
 132.5197506704  445.1650834771
 132.5288106110    2.2378581163
 132.5378705516  263.2032457858
 132.5469304921  127.8624931822
 132.5559904327   67.8604278914
 132.5650503733   52.0044939474
 132.5741103138  172.5494762559
 132.5831702544   10.7528704179
 132.5922301950  192.8034982520
 132.6012901355   22.7547177823
 132.6103500761  246.1051746886
 132.6194100167  236.1182595922
 132.6284699572   21.5397972768
 132.6375298978   80.5183033254
 132.6465898384   14.9842049635
 132.6556497789   17.9575243850
 132.6647097195   57.4632589134
 132.6737696601   12.4832420953
 132.6828296006   30.6476015862
 132.6918895412   97.0268465369
 132.7009494818   40.0196256437
 132.7100094223   60.2655787768
 132.7190693629   45.9770698984
 132.7281293035   73.0492645937
 132.7371892440   24.3698849945
 132.7462491846   12.4251417160
 132.7553091252    0.0735608047
 132.7643690657   36.7370573610
 132.7734290063   93.5777581771
 132.7824889469   30.7788914268
 132.7915488874   13.9486954628
 132.8006088280  228.2504837099
 132.8096687686   66.4333509678
 132.8187287091   79.4650806485
 132.8277886497   19.8221098518
 132.8368485903   33.9095395103
 132.8459085308   39.6585824355
 132.8549684714  773.3305229559
 132.8640284120  115.3855984704
 132.8730883525   38.4195132434
 132.8821482931   48.3784747384
 132.8912082337    8.4592866551
 132.9002681742    1.9653273515
 132.9093281148   19.7049245675
 132.9183880554   21.9794552145
 132.9274479959   73.1195425747
 132.9365079365   19.5799477323
 132.9455678771   15.8416149543
 132.9546278176   20.3521211546
 132.9636877582   69.9409306524
 132.9727476988  156.4315874322
 132.9818076393   14.0449944888
 132.9908675799    6.7257009815
 132.9999275205  121.1231978246
 133.0089874610    1.1838952741
 133.0180474016    9.0358058557
 133.0271073422   28.8554160199
 133.0361672827  177.7116269634
 133.0452272233   20.5111277388
 133.0542871639   29.0553152527
 133.0633471044    1.2397455281
 133.0724070450   20.1300693072
 133.0814669856    8.1311040817
 133.0905269261   63.8338520425
 133.0995868667   23.7419983491
 133.1086468073    0.6058211614
 133.1177067478   76.9261975128
 133.1267666884   15.7923737271
 133.1358266290   17.5763105521
 133.1448865695   63.5494542565
 133.1539465101   43.9529970396
 133.1630064507   18.1416729985
 133.1720663912   42.9124722362
 133.1811263318    8.1266648458
 133.1901862724    9.6259174986
 133.1992462129   39.8915332544
 133.2083061535   13.7530380408
 133.2173660941   76.7225571105
 133.2264260346   53.8499374530
 133.2354859752   10.7898219482
 133.2445459158   35.9425357771
 133.2536058563   43.7364173906
 133.2626657969   16.2007963131
 133.2717257375   64.1990953708
 133.2807856780   28.0111990715
 133.2898456186   32.3596143073
 133.2989055592   39.6757833243
 133.3079654997   12.6195111328
 133.3170254403    2.5467535395
 133.3260853809   32.2712262715
 133.3351453214   37.2251835699
 133.3442052620    5.5105141320
 133.3532652026   87.0495938418
 133.3623251431    8.0652162750
 133.3713850837   87.5084880101
 133.3804450243   43.8632566037
 133.3895049648   31.9819387783
 133.3985649054   21.7830626565
 133.4076248460   58.3003527598
 133.4166847865   34.8523637095
 133.4257447271    8.6760821640
 133.4348046677    4.7984476057
 133.4438646082   33.7082454035
 133.4529245488   20.8488660107
 133.4619844894   12.5579662691
 133.4710444299   21.4700595864
 133.4801043705   30.3526097362
 133.4891643111   34.3590397091
 133.4982242516   28.2120764701
 133.5072841922   29.2387340413
 133.5163441328   15.1576228087
 133.5254040733   15.7407762515
 133.5344640139   41.8721607281
 133.5435239545   37.0959824924
 133.5525838950   15.9036096258
 133.5616438356   52.6700970346
 133.5707037762   17.5893875297
 133.5797637168   34.6036694876
 133.5888236573    1.0188787868
 133.5978835979    7.2744408816
 133.6069435385   23.1211102596
 133.6160034790    3.3058770696
 133.6250634196   27.6462255552
 133.6341233602   37.2950080374
 133.6431833007   11.6441509253
 133.6522432413   26.8747840792
 133.6613031819   93.5559675453
 133.6703631224  133.8355763325
 133.6794230630    0.1574028680
 133.6884830036    5.0263360814
 133.6975429441   11.0001447812
 133.7066028847  104.9259452545
 133.7156628253    0.3387228445
 133.7247227658    2.3552472240
 133.7337827064   56.2187070659
 133.7428426470   52.0480661525
 133.7519025875   69.1898292263
 133.7609625281   23.1898702806
 133.7700224687   24.5422268093
 133.7790824092   17.7124181667
 133.7881423498    0.8809641612
 133.7972022904    3.2040059336
 133.8062622309    7.1507112519
 133.8153221715   13.8175365479
 133.8243821121    6.3106776481
 133.8334420526   10.6794589852
 133.8425019932   81.0815378708
 133.8515619338   41.1313595902
 133.8606218743   10.0751784983
 133.8696818149   20.7775529915
 133.8787417555    0.0671236384
 133.8878016960    8.9138041252
 133.8968616366   11.2436507747
 133.9059215772  123.6203451995
 133.9149815177    9.9493244815
 133.9240414583   24.8398979664
 133.9331013989  140.5570734144
 133.9421613394  204.8854880198
 133.9512212800  125.2462791580
 133.9602812206   21.4992271615
 133.9693411611    4.7682505918
 133.9784011017   16.2436511451
 133.9874610423   25.3427377040
 133.9965209828   18.1426571245
 134.0055809234    8.8523106034
 134.0146408640   49.7155748954
 134.0237008045   29.4279654592
 134.0327607451    2.1362042072
 134.0418206857   28.2777562257
 134.0508806262   22.1056265447
 134.0599405668   50.2954469265
 134.0690005074   87.8656814734
 134.0780604479    5.6953364698
 134.0871203885   83.1648905832
 134.0961803291    7.3214804982
 134.1052402696    3.0629905591
 134.1143002102   14.0968538107
 134.1233601508   30.5139009828
 134.1324200913   28.8843376351
 134.1414800319   94.6994572223
 134.1505399725   65.9010555629
 134.1595999130  114.0726951809
 134.1686598536   42.6780863366
 134.1777197942  899.4110318234
 134.1867797347  455.5680780638
 134.1958396753   42.8743445047
 134.2048996159    3.3869162790
 134.2139595564   62.1483122303
 134.2230194970  124.9849296060
 134.2320794376    3.1930304270
 134.2411393781   14.7275870360
 134.2501993187    7.4914629436
 134.2592592593    9.4005878765
 134.2683191998   37.2811403697
 134.2773791404  100.6421998626
 134.2864390810   15.5827908502
 134.2954990215   44.0440473876
 134.3045589621  356.9092997226
 134.3136189027  103.8732270253
 134.3226788432  105.6810114742
 134.3317387838   67.6552750998
 134.3407987244   49.0081171865
 134.3498586649   72.8615088415
 134.3589186055    0.9998157729
 134.3679785461   27.0399390134
 134.3770384866   43.5456001115
 134.3860984272  204.0443900214
 134.3951583678   53.8296259694
 134.4042183083    8.4361909226
 134.4132782489  394.5270321224
 134.4223381895   12.9752054017
 134.4313981300   79.8345544033
 134.4404580706   10.4483217773
 134.4495180112   14.5214933767
 134.4585779517   19.2238789510
 134.4676378923   26.5253226031
 134.4766978329    5.1143536846
 134.4857577734   16.8490771354
 134.4948177140   24.3001633439
 134.5038776546   59.1787890970
 134.5129375951   94.2258278670
 134.5219975357   55.2508355826
 134.5310574763   59.3456046947
 134.5401174168    0.9093847939
 134.5491773574   48.9476773143
 134.5582372980  186.8645621928
 134.5672972385    3.9448415935
 134.5763571791   40.6803175632
 134.5854171197    5.2175373264
 134.5944770602  105.4870512892
 134.6035370008   18.7534584712
 134.6125969414   19.7234289718
 134.6216568819   55.1285869380
 134.6307168225   48.6795900772
 134.6397767631    6.0794317674
 134.6488367036   51.7244726029
 134.6578966442   27.0299503659
 134.6669565848   76.4659108969
 134.6760165253   75.0604224064
 134.6850764659   22.3344995969
 134.6941364065   40.1357610366
 134.7031963470   37.7398936083
 134.7122562876   47.0938421420
 134.7213162282  296.7898976374
 134.7303761687    8.5750557590
 134.7394361093   23.1714143379
 134.7484960499   59.8321849288
 134.7575559904   11.8496076618
 134.7666159310   25.0079346993
 134.7756758716    8.8192573461
 134.7847358121   23.0645886557
 134.7937957527   42.1341476288
 134.8028556933    2.5959786931
 134.8119156338   42.0526603584
 134.8209755744   31.0716706092
 134.8300355150   22.5401848759
 134.8390954555    2.5287933432
 134.8481553961    5.7013277820
 134.8572153367   26.3035844367
 134.8662752772   28.0885602755
 134.8753352178    5.5753664544
 134.8843951584   32.9439108678
 134.8934550989    4.9983238661
 134.9025150395   16.0850009768
 134.9115749801   26.2641526954
 134.9206349206    7.5274071165
 134.9296948612    8.7530584117
 134.9387548018   86.3233399486
 134.9478147423   16.1594950876
 134.9568746829   45.9399862539
 134.9659346235   23.9808469291
 134.9749945640    1.3453411105
 134.9840545046    2.7920154300
 134.9931144452   15.3486792507
 135.0021743857   43.0353754843
 135.0112343263    5.7813941645
 135.0202942669   11.2942518585
 135.0293542074   39.6193986226
 135.0384141480   22.9896819036
 135.0474740886   51.5411442142
 135.0565340291    2.4398608674
 135.0655939697   37.5837904784
 135.0746539103   36.5525961253
 135.0837138508   59.9908093006
 135.0927737914    4.9669631026
 135.1018337320   95.1475878600
 135.1108936725    2.3839504172
 135.1199536131   47.3855479783
 135.1290135537   25.7103327470
 135.1380734942   41.1094179514
 135.1471334348   85.3386035467
 135.1561933754   17.5338070640
 135.1652533159   34.7258462858
 135.1743132565    3.7046863929
 135.1833731971   30.8109394485
 135.1924331376   11.1251851979
 135.2014930782   11.6346951630
 135.2105530188   36.1534546094
 135.2196129593   53.8208420753
 135.2286728999   46.8782379491
 135.2377328405  141.9701427360
 135.2467927810  242.1632102690
 135.2558527216    4.4946013113
 135.2649126622   10.4777720751
 135.2739726027   51.5215807152
 135.2830325433  125.7440684029
 135.2920924839  159.7971862115
 135.3011524244   13.6536131369
 135.3102123650   13.4237500225
 135.3192723056   15.5299325578
 135.3283322461   33.3558617224
 135.3373921867   17.0487730291
 135.3464521273   30.3525492157
 135.3555120678   19.3734550164
 135.3645720084   58.0359914583
 135.3736319490   39.5618197902
 135.3826918895   32.1350913691
 135.3917518301    4.2094228271
 135.4008117707    4.4162176571
 135.4098717112   17.4520762577
 135.4189316518   35.7258037434
 135.4279915924    2.9641883371
 135.4370515329   20.8440104085
 135.4461114735   17.8730925534
 135.4551714141   58.9995211753
 135.4642313546    1.1390744550
 135.4732912952    5.1934098217
 135.4823512358   45.3893163106
 135.4914111763   90.3124165776
 135.5004711169  109.2092130318
 135.5095310575 1362.4397574436
 135.5185909980  371.7909234262
 135.5276509386  142.1685530470
 135.5367108792    0.5495097112
 135.5457708197   23.6028825026
 135.5548307603   16.0056879683
 135.5638907009   31.8590346451
 135.5729506414    6.7248998017
 135.5820105820    7.8378618896
 135.5910705226   34.1004263052
 135.6001304631    0.5943178491
 135.6091904037    2.6440680950
 135.6182503443   72.9579329647
 135.6273102848    8.5930309146
 135.6363702254    9.2914529850
 135.6454301660   11.6655605191
 135.6544901065   30.9698327669
 135.6635500471   11.9419156773
 135.6726099877   16.2957689751
 135.6816699282   89.3656917305
 135.6907298688   67.8323774352
 135.6997898094   16.0170874226
 135.7088497499    4.8609686667
 135.7179096905   39.0692378493
 135.7269696311   24.1846343601
 135.7360295716   27.1376027480
 135.7450895122   10.2792726424
 135.7541494528   32.5634645765
 135.7632093933    2.4144551673
 135.7722693339   31.6182668820
 135.7813292745   21.0239613478
 135.7903892150   73.1831726884
 135.7994491556    3.8615742710
 135.8085090962   36.9628606209
 135.8175690367    4.7538067197
 135.8266289773   19.5249002654
 135.8356889179    6.8676690771
 135.8447488584  157.9519789140
 135.8538087990   41.2741101971
 135.8628687396    3.9537540990
 135.8719286801   45.0981233730
 135.8809886207   12.2599857074
 135.8900485613   45.2380628419
 135.8991085018    9.1857703122
 135.9081684424   19.4210178644
 135.9172283830   38.7784491898
 135.9262883235    9.7832707330
 135.9353482641    4.6607223699
 135.9444082047   14.1155354504
 135.9534681452  141.4509406605
 135.9625280858   71.7645489150
 135.9715880264   49.5086650674
 135.9806479669   27.8584301237
 135.9897079075   19.9956147511
 135.9987678481   10.1787523389
 136.0078277886   23.8774658162
 136.0168877292   25.2544420066
 136.0259476698    1.7877555851
 136.0350076104   10.4575575846
 136.0440675509   13.3556784304
 136.0531274915    6.7776538012
 136.0621874321   19.4788988116
 136.0712473726   25.5771957692
 136.0803073132    0.9899938496
 136.0893672538   14.0685404857
 136.0984271943    3.5674354884
 136.1074871349   20.0391447296
 136.1165470755   23.2282816787
 136.1256070160   65.9965689425
 136.1346669566   63.5622336563
 136.1437268972   13.9334619930
 136.1527868377   51.7377310963
 136.1618467783    2.1456336330
 136.1709067189   23.1605177059
 136.1799666594   18.7745185857
 136.1890266000   25.4815599896
 136.1980865406   41.2787019646
 136.2071464811   55.7560356926
 136.2162064217   55.6808068119
 136.2252663623   26.9370337179
 136.2343263028   77.9641648630
 136.2433862434   15.5409420982
 136.2524461840    0.6255962343
 136.2615061245  105.0754563859
 136.2705660651   11.3935754908
 136.2796260057    2.3922977437
 136.2886859462   16.3329766632
 136.2977458868    0.5672913746
 136.3068058274   10.0107379532
 136.3158657679   19.6125863094
 136.3249257085   69.9216825077
 136.3339856491   41.9478597310
 136.3430455896   27.9689061454
 136.3521055302   21.3077478757
 136.3611654708   11.7371950926
 136.3702254113   46.3126050428
 136.3792853519   27.1714113276
 136.3883452925    4.1415583148
 136.3974052330  103.1649898341
 136.4064651736    2.1986475233
 136.4155251142   39.1289004403
 136.4245850547   50.5343860755
 136.4336449953   57.8633410796
 136.4427049359   62.4688116908
 136.4517648764  114.4276707631
 136.4608248170   10.4340786804
 136.4698847576   46.6742628610
 136.4789446981   30.3356197440
 136.4880046387    2.9801753103
 136.4970645793   45.9013174138
 136.5061245198  201.9036610769
 136.5151844604   53.5509034515
 136.5242444010   44.7519657753
 136.5333043415   50.1906898004
 136.5423642821   28.2458939289
 136.5514242227   22.5583920719
 136.5604841632   54.7806068015
 136.5695441038   34.7180112211
 136.5786040444   67.7647343953
 136.5876639849   11.0513106575
 136.5967239255  505.4035704192
 136.6057838661  571.0843870083
 136.6148438066  626.3685662903
 136.6239037472  356.2157599762
 136.6329636878   68.6464203899
 136.6420236283  136.5617770988
 136.6510835689   26.9312525248
 136.6601435095   39.8996386377
 136.6692034500   40.7975868290
 136.6782633906   79.6282329804
 136.6873233312   30.3051584027
 136.6963832717   66.8355595376
 136.7054432123  250.4068650742
 136.7145031529    8.6041387474
 136.7235630934   46.8584589471
 136.7326230340   86.8772162416
 136.7416829746   28.9242210340
 136.7507429151   10.1647157906
 136.7598028557  184.9766360949
 136.7688627963    9.1315341859
 136.7779227368   85.0637119616
 136.7869826774  775.2580088445
 136.7960426180  451.7920452774
 136.8051025585   91.8234693126
 136.8141624991 1119.0331717232
 136.8232224397  385.2269822910
 136.8322823802   35.2436037259
 136.8413423208   20.8006860718
 136.8504022614   31.1774615540
 136.8594622019   74.5721860045
 136.8685221425   78.7015191701
 136.8775820831   76.7916477530
 136.8866420236  182.1338090419
 136.8957019642  105.2752269607
 136.9047619048   58.0404549982
 136.9138218453    6.2583086965
 136.9228817859   88.3171863694
 136.9319417265  112.1485208110
 136.9410016670  101.8231070628
 136.9500616076   88.0433166247
 136.9591215482  337.2446087495
 136.9681814887    5.2681907784
 136.9772414293   40.1380391437
 136.9863013699  275.7672678335
 136.9953613104  996.5859171486
 137.0044212510  440.0825155731
 137.0134811916    1.8995428060
 137.0225411321   10.1836392203
 137.0316010727  121.1024414247
 137.0406610133   70.3588694536
 137.0497209538  128.3909425474
 137.0587808944   50.8561997451
 137.0678408350   21.6184318041
 137.0769007755   17.9182761215
 137.0859607161   85.0149284634
 137.0950206567   48.1241009841
 137.1040805972    7.9897387537
 137.1131405378   14.6158143927
 137.1222004784   19.2120813192
 137.1312604189    0.7744129661
 137.1403203595   40.3366897431
 137.1493803001   62.9891111569
 137.1584402406    6.7583445185
 137.1675001812    6.8009220031
 137.1765601218   91.5606731472
 137.1856200623   30.9070014425
 137.1946800029   21.1159913583
 137.2037399435   88.8361629489
 137.2127998840   79.7828323312
 137.2218598246   64.3028665335
 137.2309197652   56.6249262100
 137.2399797057   10.1604040642
 137.2490396463    7.2025058475
 137.2580995869    0.7673874004
 137.2671595274   12.9714441253
 137.2762194680   87.5937281834
 137.2852794086   13.0679250006
 137.2943393491   10.8892790607
 137.3033992897   39.0444874495
 137.3124592303    9.7324509103
 137.3215191708   11.6002332494
 137.3305791114   74.4148192249
 137.3396390520   69.1911532845
 137.3486989925   45.6246771336
 137.3577589331  136.1700527314
 137.3668188737    4.7888105470
 137.3758788142    6.2867715231
 137.3849387548    3.9246282613
 137.3939986954  480.4481569575
 137.4030586359    4.3451130587
 137.4121185765   61.8106422416
 137.4211785171   40.5223957144
 137.4302384576   44.0877112422
 137.4392983982   50.8571517852
 137.4483583388   29.5648766347
 137.4574182793   86.1015417285
 137.4664782199   74.6784921023
 137.4755381605   35.7988357537
 137.4845981010   12.0642117640
 137.4936580416  415.0007658279
 137.5027179822   78.1329998806
 137.5117779227  138.3452038977
 137.5208378633  136.1784426378
 137.5298978039  268.9149875471
 137.5389577444  202.7160957029
 137.5480176850   60.0440526604
 137.5570776256  619.3060468256
 137.5661375661   22.3035930098
 137.5751975067   12.2242016178
 137.5842574473  392.5453080943
 137.5933173878 1031.3919701095
 137.6023773284  595.8688887724
 137.6114372690 1101.8409596528
 137.6204972095  194.4636912986
 137.6295571501 2062.6014087169
 137.6386170907  153.9794886208
 137.6476770312  267.6435294075
 137.6567369718  398.9156436096
 137.6657969124  656.7556461622
 137.6748568529 1621.9712641500
 137.6839167935  395.0753235252
 137.6929767341  364.7356794289
 137.7020366746 3246.2721092169
 137.7110966152  218.9752080491
 137.7201565558  658.5933989492
 137.7292164963  602.0122168657
 137.7382764369   97.5040002241
 137.7473363775  348.9198989772
 137.7563963180 2973.6808690839
 137.7654562586   33.6414753271
 137.7745161992   66.8592559148
 137.7835761397  355.1053943791
 137.7926360803  471.8426243285
 137.8016960209  626.2950671288
 137.8107559614 2503.1616264514
 137.8198159020  685.5606520457
 137.8288758426  156.1939941745
 137.8379357831  298.9854165242
 137.8469957237  125.9027536468
 137.8560556643   37.3606986817
 137.8651156048  227.5474603980
 137.8741755454  192.5714041825
 137.8832354860  300.7249683134
 137.8922954265  134.4704787407
 137.9013553671   12.3634711011
 137.9104153077   91.9333318572
 137.9194752482  109.3518642590
 137.9285351888  453.9689373304
 137.9375951294  281.0681145219
 137.9466550699  270.6921197035
 137.9557150105  296.9040202820
 137.9647749511  130.2652727888
 137.9738348916   44.1418167419
 137.9828948322   43.9774942502
 137.9919547728  181.4169912628
 138.0010147133    0.3992776901
 138.0100746539   34.5474135438
 138.0191345945   17.0405107621
 138.0281945350   46.8703526592
 138.0372544756  144.7135587332
 138.0463144162  141.1886683386
 138.0553743567    8.3531760911
 138.0644342973   53.5532582093
 138.0734942379    0.2742383784
 138.0825541784   48.6195884227
 138.0916141190  140.8663246463
 138.1006740596  163.9671332032
 138.1097340001  101.0188481015
 138.1187939407    0.3510693180
 138.1278538813   67.9818732837
 138.1369138218   26.9044881082
 138.1459737624   12.6212383148
 138.1550337030   66.7439064965
 138.1640936435   36.6126921205
 138.1731535841   92.3818808136
 138.1822135247   87.4126785847
 138.1912734652   46.1964158498
 138.2003334058   29.1231521417
 138.2093933464   48.6246915317
 138.2184532869   61.6585292926
 138.2275132275   10.6700604240
 138.2365731681   82.4018253709
 138.2456331086    1.0021488184
 138.2546930492   21.0360392911
 138.2637529898   64.3991803693
 138.2728129303    3.8594757783
 138.2818728709   50.1297700851
 138.2909328115   64.6998788525
 138.2999927520   52.7249682632
 138.3090526926   26.6233582653
 138.3181126332  147.6808370395
 138.3271725737   68.0601411243
 138.3362325143   20.9535408382
 138.3452924549  120.2381738698
 138.3543523954  152.4841943726
 138.3634123360   18.9276275004
 138.3724722766   14.5979083957
 138.3815322171   81.7185469694
 138.3905921577   44.8781461322
 138.3996520983  218.4061403240
 138.4087120388  109.8383089761
 138.4177719794  732.8224971041
 138.4268319200  703.1466453295
 138.4358918605  386.6436159947
 138.4449518011  180.9809867482
 138.4540117417  414.7489612591
 138.4630716822   23.0924679069
 138.4721316228   63.0866470560
 138.4811915634  123.6038866700
 138.4902515040   15.9832769073
 138.4993114445  150.4527391707
 138.5083713851   45.0232730220
 138.5174313257   11.8010325565
 138.5264912662   13.9191735012
 138.5355512068  109.7643241686
 138.5446111474   17.7612214263
 138.5536710879  260.3468432414
 138.5627310285   55.8240760709
 138.5717909691  191.0163046935
 138.5808509096   40.0949423521
 138.5899108502  200.8574808937
 138.5989707908   12.8960635784
 138.6080307313 1847.6693935309
 138.6170906719  930.1968334161
 138.6261506125  500.2561759330
 138.6352105530  769.2608215776
